data,emoji,label
有没有一种可能 他们直接就不放假了,[允悲],0
朱显谟院士黄河清的梦想实现了,[赞],1
这是落难的总统？！都快胖若两人了！！！,[吃瓜],0
中华民族一定会越来越强大,[打call],1
便宜不能被白头🐔一家占了啊,[笑cry],1
王亚平，太空最亮最美的星。,[鲜花],1
打着糊都能看出来小女孩身上这么红，这下的多狠心的手，还脱光了衣服，这是一定要打的她不能有一点外力帮她挡着疼啊，这小女孩心里和身体的受着双重疼痛，这个打人者太狠了，好好调查，好好保护这个小女孩吧,[可怜],0
！这个是台独，总在观察者网发奇怪评论，被骂,[good],0
普金够狠就该选字母a ，这样美国不改名就是挺俄,[怒],0
:【触目惊心！#美今年已有1万余人因枪而死#】据统计，截至4月11日，枪支暴力今年已在美国造成至少11764人丧生，另有9314人受伤，仅今年内就已发生了130起大规模枪击事件。就在上周末，美国多地发生了严重枪击事件，累计造成数十人死伤。网友：世界头号“枪”国，非美国莫属！国际在线新闻的微博视频,[衰],0
北京加油北京可以做好战胜疫情的准备,"[心],[赞]",1
已经这么久了吗辛苦了！,[允悲],1
雨水是要冲刷掉疫情吧,[心],1
青州，几十年没回去过了。还有这么美的花，是在呼唤我吗,[good],1
高一一篇英语课文知道的林奶奶,[心],1
可别给我扣这帽子 我可背不起,[太开心],0
:【燃起来了！3分钟带你回顾中国航天路】1970年，东方红一号发射成功；2003年，中国首次载人航天飞行圆满完成；2008年，中国航天员完成第一次太空行走；2022年，“神十三”乘组结束半年出差返回地球；还有“嫦娥”“玉兔”“悟空”“北斗”“天问”“天和”……星空浩瀚无比，探索永无止境。在2022年中国航天日即将到来之际，向每一位中国航天人致敬！ 人民日报的微博视频,"[打call],[心]",1
钟爱经典版的红油面皮啊 要是因为这事我以后没得吃 我一定揍你,[打call],0
出了出了，我都想晒被子了,[doge],1
吹起才清醒，不得zhua瞌睡,[嘻嘻],1
恭喜樊振东，继续闪耀吧,[打call],1
唱的还挺难听的那种,[doge],0
别吧，提前害怕了已经,[失望],0
我心思主人🇺🇸教训自家狗🇰🇷没啥问题吧,[嘻嘻],0
这不得开除？我不理解,[费解],0
不能忘记！吾辈共勉！,[拳头],1
就是指app啊。,[笑cry],1
缅怀先烈，致敬先驱！,[心],1
“九万里风鹏正举，举目起壮志；一百年长河浩荡，荡胸生豪情。”,[泪],1
一定是间谍，举报了，顺便说一句我也是,[doge],0
又来找存在感来啦,[打call],1
我最喜欢 就事论事。可现在是借日本情 说乌国事，对日本乘人之危诱导绑架他人意识反倒看不出一点点描述，一点也看不出他们担心的重点在日本修正分子那，看到的却是好像在努力找乌的各种“黑材料”，好为自己不愿称“侵乌”洗白，担心找不到好的挡箭牌？(也许走错了一步？走火入魔了吧？),[摊手],0
青岛防疫经验：7天一轮核酸检测，有效避免大规模的传染。,[good],1
还要再等十天？？,[泪],0
雪中送炭了这种时候一棵菜一捧米真的能让人破防。,[心],1
绿色低碳环保循环利用以造福人类！,[doge],1
废什么话在学校上体育课长跑到最后都快晕倒的时候老师可没说可以量力而为哦,[doge],0
:【正式启动！青春100秒视频征集活动通道开启】青春是热血自信，与追求和梦想有关，与内心炙热有关，与人生理想有关。新青年，生而敢为，敢做先锋，快来参加#青春100秒#视频征集活动吧，上传视频分享你在新时代、新征程的青春梦想，展现你的奋进力量！#建团百年# ,"[打call],[加油]",1
你这不是来了吗,[抱一抱],1
傷害的是耗材，別他媽代表我,[吃瓜],0
河北倪岳峰说：要把防疫作为压倒一切的政治任务，落实再落实。廊坊固安从3.6日起封城至今一个病例都没有，回家不让回，政策一天一变，人民是不还房贷还是不用生活了？,[doge],0
春天最美的花儿也不过有如此美丽笑颜#美好因笑容而来# 、,"[心],[嘻嘻]",1
我小时候的很多东西都留着呢，比如文具，衣服，发卡,[心],1
笑死，这不是我们一百多年前已经玩剩下不要了的糟粕吗,[doge],0
疫情快快结束吧，快点回归正规，大家都平平安安的,[抱一抱],1
德国！这家伙是2B吗,"[偷笑],[摊手]",0
可惜类似国家的声音对置若罔闻的欧洲政客而言毫无意义,[摊手],0
伟大祖国一定会越来越强大！,[打call],1
:【不负时代！宁夏大学青年齐唱《强国一代有我在》】“我们站在舞台中央，肩上扛着使命荣光，仰望星辰大海方向，内心拥抱超越力量！”戳↓↓↓看@宁夏大学 青年以建设者之姿、奋斗者之姿，勇担使命，不负时代！#百校接力唱百年# 宁夏大学的微博视频,[加油],1
现在趟的水就是高中时脑子里流出来的,[doge],0
还没开战，就先自己吓死自己,[笑cry],0
讲到痛处就人身攻击 所以中国不放心自己的网民素质,[挤眼],0
你也加油,[抱抱],1
离被zi/sha不远了，保重吧,[允悲],0
多吃点溜溜梅,[泪],0
逗比,[允悲],0
无人性者 何来神性…美政做乱世界 杀戮无辜者 如何引领世界……@七海有鱼: 魔鬼和救世主怎么相提并论//@雷雨转阳光:美国这是要霸占世界，狼子野心,"[怒],[话筒]",0
评论区里智商堪忧。环时应该检讨自己。,[哈哈],0
只要是外形审美终于起来了,[doge],1
啊没得过水痘就不能打带状疱疹疫苗啊,[允悲],0
你得上新冠不死别的老人肯定也不会死是吧,[兔子],0
保重,[汗],1
好一手女拳王,[舔屏],0
真是无法无天，谁把你惯的，就你不遵守，你以为你是谁,[doge],0
我家里地里种的菜是三无产品，经常吃不完去菜市场卖，建议把我抓了，我直接自爆,[嘻嘻],1
经典歪曲语意，谁把拳师和全体女性划等号了？不就是你吗,[打call],0
不愧是我中华民族的母亲河！#拒绝动物表演[超话]#亲人们关注一下国家一级保护动物亚洲象莫莉的遭遇 ，为她发声！帮助她脱离苦海！,[作揖],1
夸父逐日 竭渴而亡 如同今日股民炒股 夸父追不上太阳 股民也别想在股市中赚到钱,[doge],0
用爱（爱好）真的可以发电,"[good],[笑cry]",1
医者仁心[虎爪比心]白衣天使辛苦了,[心],1
为什么不直接点名呢？搁这儿让大家一头雾水,[疑问],0
这难道不能称一句自作自受吗？,[吃瓜],0
你…你吓得我皮都展开了,[哆啦A梦吃惊],0
有钱就行，这人以前大毕改福航学员，海航危机后，花钱去龙浩找关系去的川航，航空公司面试一言难尽,[doge],0
澳大利亚会杀原住民…,[悲伤],0
反思的够及时,[doge],1
无价的国家机密就特么换了4万…牢底坐穿都不为过…,[怒],0
你跟他们说历史不等于对牛弹琴吗有些人还认为俄罗斯是法西斯呢你跟他解释他还急跳起来打你膝盖算了吧，狗只认狗粮,"[笑cry],[吃瓜],[doge]",0
每天都有这种科普 好喜欢呀 都收藏了,[doge],1
不要侮辱大家的智商，自欺欺人自娱自乐……,[doge],0
我天我鼻炎捅鼻子一天都流鼻涕,[允悲],0
缅怀先烈，有的人死了，却永远活在人民心里,[泪],1
#三八女神节# 恭喜花妹女神节快乐努力发光，做个自信的女神#女孩子要永远做自己的光#,"[鲜花],[心]",1
光谴责有毛用 直接上手 血债血偿,[怒],0
不要抱怨读书的苦，因为那是通往美好的路~,[心],1
最后这句说得对，因为你在做正确的事！🇨🇳🇨🇳🇨🇳,[加油],1
祝人民海军73周年生日快乐！越来越强,[加油],1
因为不论怎么走，对我都没影响，闲了来图个乐呵，忙了置之脑外。看清楚怎么回事是另一回事，怎么做又是另一码事。反正我也不结婚不要小孩，哪天死了，这个世界就跟我无关了，当然怎么乐呵怎么来,[吃瓜],0
接受自己的普通，然后拼尽全力去与众不同 ，晚安,[抱一抱],1
超市里买的小票上什么都写了。,[doge],1
#罗娜[超话]#感谢微博官方 罗娜超话主持人团队 获三月优秀主持人奖 [耶]#厉害了超话主持人# 感谢官方微博给予我们的肯定 感谢#歌手罗娜# 对我们主持人的信任 感谢#罗娜超话# 兄弟姐妹们 罗娜超话主持人团队 向大家深深的致谢,[作揖],1
外国人都是傻子 马上崩溃亡国 中国又赢麻了,[爱你],0
就现在，吃撑了吃颗山楂丸,[笑cry],0
哪个小区，我家附近的学校今天都不上课了,[泪],0
嗯嗯是的 但是之前我们买到的蔬菜包跟别人发的物资一摸一样,"[衰],[悲伤]",0
嗯嗯我们基础新闻采写的老师上课又讨论到了这个新闻 首先就是这些话语一是会让受害者家属受到二次创伤从而可能变为应激反应 二是会让大众关心重点从事实变为情感 其实是一种媒介失范行为 不应该去传播的,[悲伤],0
但是卫生间放在闸机外面的设计确实有够反人类,[doge],0
专家啥时候退休，我们不想过这样拼出来的“假”日，拜托了,[允悲],0
春天，我把钱播种到了股市，还没等发芽，被割了，地主老财不但不放我一马，还骗我说再长一茬，就把卖身契给我,[笑cry],1
啥叫人云也云？美国没这心思？难道美国让司机谈判？,[笑cry],0
官官相护，上下一条心呢，要抓肯定抓散布消息的群众啦,"[打call],[doge]",0
家人们 明天到底要不要出去玩啊？好纠结 我怕得新冠,[泪],0
看到他哥哥的故事还是在高三,[泪],0
放字用的好，表达了小编的愤怒之情，暗喻放屁！,[doge],0
这不算虐狗么，那些爱狗人士呢,[嘻嘻],0
如梦如幻的蓝眼泪，真的是绝美！,[心],1
超级棒！今天的疫情通报出了吗,[坏笑],1
这。。。这是可以说的吗,[吃惊],0
把小日本应该放中间，,[微笑],0
反对所有极端男拳女拳，男女平等！两边的极端派都没有一个好东西,[怒],0
樊振东好棒[送花花]继续加油,[心],1
听说贵阳的火锅嘎嘎的,[嘻嘻],1
说实话让我上战场我肯定会去,[泪],1
红色领带之下，有一颗更加鲜红的社会主义心脏建国同志，请小心,[doge],1
:【优秀！全国五四红旗团支部集结完毕】#我身边的好团员# 近日共青团中央作出关于年度全国“两红两优”表彰决定，授予377个团支部“全国五四红旗团支部”称号。这里的青年代表们守卫雪域高原，奋战广阔蓝天，助力乡村振兴，传承红船精神……向榜样青年看齐！#团旗飘扬在一线##五四红旗团组织#,[赞],1
家风家暴，党内不容许家风家暴，家风也是纳入四项作风处理，严重违反生活纪律，也是违纪违法行为，纪委监委也要依法依纪依法，严肃处理的。,"[话筒],[允悲]",0
和谁站在一起谁就倒霉,[微笑],0
一个喜剧演员却为自己的国家上演了一出悲剧！可怜，可悲，可恨，可恶！,[怒],0
无法作为的人还是下去吧,[可爱],0
省外，哪个省你要说清楚呀,[笑cry],1
要是调查出来不是美国干的，楼里这群骂耗材的都原地下跪好吧,[挖鼻],0
遮掩了又没有完全遮掩,[允悲],0
莫非之前极端女权代表人是你吗？你一个男的为极端女权发声真的是“很棒”了呢还故意把男女权跟男女平等跟极端女权混为一谈，极端女权可真要谢谢“妳”呢,[思考],0
哇，好期待，希望以后可以带老婆孩子去看看，自豪感肯定爆棚,[赞],1
痛心！为我们的同胞哀悼,[蜡烛],0
捅了一直流清水样鼻涕 我还以为脑脊液漏出来了,[doge],0
致敬最可爱的人 支持共青团中央,[good],1
打的比谁都起劲别人不知道，共青团还不知道是谁冲的他？,[笑哈哈],0
这个赤裸裸的世界，道德伦理规范都是奢侈品了,[允悲],0
在刘亚楼将军诞辰之际，向人民空军的创始人致敬！,[心],1
团曾经发的微博里9名获奖运动员全是女性，配图全放男性也没问题？你要是觉得没有问题的话咱真就建议你有空去做个变性手术，别一口一口你一个女的也怎样,[黑线],0
这俩货不是1450转实战了吧,[怒],0
没想到不仅被相亲市场泼冷水，还要被网友骂，破大防了,[吃惊],0
哈哈哈，还有按头替别人争番的呢,[喵喵],1
:看到#成都的公共设施有多绝#上热搜，想起昨天正好坐了成都新的公交。座椅很新，好几块显示屏，感觉嘿洋盘！之前碰到过另一种新公交，像大巴座椅，有种要晕车的感觉哈哈哈哈。你在成都有坐过新版公交吗？你更喜欢哪种？#成都新版公交车有多高级# 成都 成都头条的微博视频,[doge],1
呦呦呦，韩国人站起来了点，我还以为他们还要找借口给他们美国爹开脱呢,[doge],0
我也搞不懂这些炒股的，天天喊着韭菜，喊着股市民不聊生，为啥还天天炒,[挖鼻],0
要不怎么压榨你？,"[泪],[打call]",0
下次一定能看到,[抱抱],1
自由正义怎么能用金钱来衡量？！,[doge],1
果然昨天封小区了的全都有病例,[失望],0
香港属于应死尽死了，800w人口死1w，大陆这么玩得先死上170w，从你这开始吗？,[并不简单],0
说得对,[good],1
我小号群里的蛙一般都不会来这里这里唱反的大多都是经济发达地区的本地化反贼，自视清高眼界宽阔的民主自由潮流逼,[doge],0
为什么会成为恐袭对象这显然是针对性的而不是随意性的,"[可怜],[疑问]",0
坐标南京某民办大学，老师上课张口我们英国美国，闭口我们英国美国，精神上俨然把自己当成英国美国人了，言语上把国家黑的一塌糊涂,[允悲],0
辛苦啦，多注意消防安全才是第一要务,[笑cry],1
志高霄汉近，梦广天地小,[航天员],1
就在门口让我签个字就走了 没有排查呀,[喵喵],0
说到“手脚协调”能力，扎心了,[傻眼],0
谢特，美国🇺🇸怎么不亡,[摊手],0
懦夫,[黑线],0
冬天，冻手冻jio咋个都不热和,[doge],0
在病人眼里，正常人却成了病人,[允悲],0
愿逝者安息，一路平安,"[蜡烛],[悲伤]",1
这个就算是推广我也支持,[赞],1
我感觉你就是，收了钱办事的,[允悲],0
"都承认摔猫了有暴力倾向的就该开除！不然就是对学校师生不负责任！谁知道他哪天一个不高兴会不会摔打学生共情保安的去跟他做邻居做朋友吧, 反正你也不怕被他打的满地找牙",[挖鼻],0
还好我们公司全勤都没奖,[doge],0
掐指一算，这个病例又要被网暴了,[允悲],0
不会真有人以为女性退休就是享福去了吧，要不是有为国家带孙子带外孙需求怎么可能让你退休那么早？,[疑问],0
李老，一路走好！🙏🙏🙏,[蜡烛],1
坐飞机最担心的事发生了,[泪],0
如果她是日本人，是不是要把她骂到遣返回国,[太开心],0
很荣幸，自家幼崽也上了官微去,[打call],1
今天星期五，明天放假啦,[打call],1
以前还有文章说拜登的人生多么多么悲惨，但是说到立场，说不到拜登还不如特朗普,[允悲],0
俄罗斯现在经受的制裁将来会加倍作用在我们身上，所以，放弃幻想，时刻准备,"[加油],[拳头]",1
新冠攻击肝脏而已，接着奏乐接着舞,[悲伤],0
打错 30吨,[坏笑],0
:居家中，刚社区工作人员上门，在家门边边安了门磁，这样你这边一开门，社区那边会接到通知。还是多先进的噶。#疫情防控互助##成都疫情最新情况# 成都,[抱抱],1
肯定是美国干的,[怒],0
大概是,[允悲],1
本国的利益才是最高利益，印度这次做的没毛病,[摊手],1
所以普京是美国间谍，为了美国的利益居然把老底都拼上了,[允悲],0
有没有一种可能是佩洛西不敢来了找个得新冠得台阶下，战术性新冠,[doge],0
守护团团评论区不就是带节奏嘛谁不会似的！,[打call],1
13年入学！每个月1100！在学校谈恋爱之前每个月花费不超过700！谈恋爱之后月光,[微笑],0
山西好看，因为好看的在陕西那边,[笑cry],1
怎么这些国家也搞饭圈那一套,[doge],0
民众其实有点多了，只能说是极少数日共同志们，日本政治正确就是针对我们,[泪],0
评论区随机抽一位伙伴共享雨伞,[doge],1
那要生殖隔离么把小孩子都隔离起来么，怎么办，怎么保护小孩子,[失望],0
祝身体健康，万事如意,[心],1
汉教人破防了 太难过了 唉,[泪],0
厉害了！#高校教授跨界破案为国家挽回27.73亿#,[good],1
国际社会要一道，严查美国这个扰乱世界秩序的国家,[挖鼻],0
这视频得留着，将来给孩子看,[笑cry],1
把我白高兴一场，原来是巴西。,[允悲],0
【一闪一闪亮晶晶！#西双版纳流萤飞舞如萤光星海#】近日，中国科学院西双版纳热带植物园内，每当夜幕降临，萤火虫就在园内尽情“嬉戏”。夜幕下，万千流萤飞舞，星星点点，一只只轻盈地穿梭林间、宛若天上繁星，汇聚成一片“萤光星海”，如梦似幻。荔枝风景线的微博视频,[心],1
本来没打算删你，求删得删咯。,[爱你],0
永远致敬奋不顾身的人民英雄,[心],1
从学校解封回来之后发现哥哥结婚了谁懂这种痛还是祝哥新婚快乐吧（啊虽然一个半月过去了……）,[泪],0
我已经着凉发烧隔离一套流程了,[doge],0
都不是一个小区的。这良心真的都被狗吃了！,[怒骂],0
不知道，就很离谱，红军都能挂，我挺怕有一天毛爷爷的头像都能被他们挂,[伤心],0
国泰民安 安居乐业,[doge],1
所以是因为希特勒杀的人没日本天皇多，不配吗？,"[汗],[费解]",0
#灵璧渔沟中学事件# 就算真相通报了，但这个事件反映的社会问题和法律法规机制还没有解决,"[泪],[失望]",0
健康成长才是最重要的,[抱一抱],1
批评教育就可以了？？？这母亲太过分了吧故意伤害未成年人…,[怒],0
由浊变清的黄河水，源自于环境保护和治理,[good],1
微笑大使你好呀,[心],1
低风险来成都需要提前在这边做核酸吗？谢谢,[心],1
错。美国一二三把手，就二把手最哈，最好是拜登走，哈里斯留，佩洛西干着急。这样最好。,[嘻嘻],0
都没有细看是什么内容,[允悲],0
人民英雄永垂不朽 今天，为英烈献花🌸,[心],1
你跟他们讲再多数据、理论也没用，不过是一群对着美国摇头摆尾的狗罢了，没必要浪费口舌,[doge],0
你有什么正常诉求，不同工作量同样薪资待遇？还是说你身为女性就应该更高贵，这些法律什么的都不能维护你的权益，你总是收到莫名其妙的压迫？或者说这些东西本质上是你自己的无能造成的可你却要怪罪到异性身上？可怜虫,[笑cry],0
还是魔都地位高，一下出动三位,[笑而不语],0
#建团百年原创歌曲有我# #周深共青团百年宣传片主题曲有我# 充满力量和希望！未来有我们担当，要一起努力，共创美好未来,"[打call],[中国赞]",1
#夫妻因二胎跟谁姓闹离婚# 这个tag下面一大半都是极端女权，团团你不来锐评一下吗，团团你醒醒啊团团你再睁开眼睛看看啊,[泪],0
真是个老嫂子 说起来没完没了 怎么就吃红利了？你从石头缝里蹦出来的？,[汗],0
你看这条评论里就混入了别的被带节奏的“呆瓜”。真的值得怀疑一下这个事件发这条消息的那个人的动机,[笑cry],0
真的希望深度加强在巴中国人的安全吧 这是一个需要持续不断实施并落实的工作🙏,[蜡烛],1
锄奸抗疫都在进行中,[笑而不语],1
空着手来的，恕不接待，赶紧滚蛋！,[允悲],0
只要是乌克兰运输机必定是运武器的,[嘻嘻],1
这不仅仅是打猫的问题，更是打了“动保爱心人士”的祖宗啊,[污],0
哈哈哈。全世界每天都有人过世，不多她一个，散了吧，没啥事,[嘻嘻],0
有一句话 叫“管好你自己”,[允悲],0
我们贵州真的很美啊啊啊,[抓狂],1
你怎么说我也没办法，反串自负,[哈哈],0
这样的高级人才真的太遗憾了！！,[蜡烛],0
完了，BBC和CNN要造谣虐待动物了,[doge],0
我真的不太会规划每个月都是月光，甚至还得多要点儿,"[跪了],[抓狂]",0
词好曲好唱的好，热血励志豪情万丈,[赞],1
评论区真是让我大开眼界了,[黑线],0
评论区里的人真是搞笑 不发照片等于没死吗,[允悲],0
春天与汉服更配哦。 ,"[赞],[doge]",1
收集好证据去举报可比随口一说要爽快得多,[笑而不语],1
中国不需要法院，不需要法官。一切问题微博卖惨，谁惨谁有理,[doge],0
女英雄被拆？乌克兰我真的会很无语啊,[可爱],0
感染的人多了….救不过来…死亡数就上去了,[蜡烛],0
中国乒乓球厉害厉害👍！（顺道看一下谁在共青团的转发、评论区打拳）,[good],1
美国真烦啊，每月一次，我们就得发表一次,[允悲],0
羡慕那些放半天放一天的。我们公司只有男人和超人，没得女人,[喵喵],0
向我们的国之脊梁致敬🙏,[心],1
因为疫情原因，江苏昆山全部的社区医院都停诊了，家里孩子马上三个月了，除了出生时打的2针，其余的疫苗一针都没有打上。,[泪],0
光华逸家就1公里 我真的,[允悲],0
你们这qz也不行啊 太沉了,[挖鼻],0
职能部门凭什么甩锅啥都要基层做，不见安排几个人、几个项目、几笔资金？基层排查出的问题职能部门解决不了，全推出去 呢,[喵喵],0
养虎为患，美帝迟早要付出代价,[吃瓜],0
蠢就算了，还坏,[泪],0
那你报警啊上街啊 拿伟人的话刻舟求剑有什么用，现在流行被窝起义是吧，拿起键盘打打字就行，怎么成功推翻政权,[doge],0
好安逸啊，等解封了进去拍,[喵喵],1
尼好过分,[微笑],0
无语，怎么长沙又要下雨了。,[怒],0
:【#成都小学取消笔试期末怎么考#】“双减”之下，小学一二年级不再有期末考试，学生的学习成果和成效如何呈现、评估？成都的学校们脑洞大开、集思广益，把“玩”作为考核新模式，把传统的纸笔考试转化成了妙趣横生的活动和游戏，在看似简单的游戏中，将考核要点不着痕迹地嵌入其中。 #双减#,[思考],1
真的可以发声吗，某位小演员被网暴了可是一直被至今啊有人为他发声就💣耗线留,[泪],0
雀氏，不是男人打的有啥好看的,[可怜],0
哎 为什么睡前刷到这个,[泪],0
欢迎你们回家，辛苦了棒棒哒,"[鲜花],[赞]",1
美国正在逐个击破 中俄盟国 ，收买威胁投票权,"[伤心],[赞]",0
想起了王伟同志……,[泪],0
:“等闲识得东风面，万紫千红总是春。”百花齐放，桃李争妍。带上#中国华服日# 话题与大家分享你的华服图片或视频吧,[抱一抱],1
呦啥时候敢开评论了阿拉团宝,[哆啦A梦吃惊],0
"呼叫81192,请你返航！！！",[蜡烛],0
疫情拖得越久这些事就会越多，美国加油！！！让枪战来的更猛烈些吧！！！,[挖鼻],0
评论区只看标题的读书人，别人初试第一看不到酸得呀,"[笑cry],[喵喵],[允悲]",1
烏克蘭納粹國，毀滅吧,[怒],0
你家户口本是只有自己了,[疑问],0
笔没水了，首长请再说一遍,[挖鼻],0
劳资在应急指挥中心才值班结束，正准备去食堂喝稀饭，年纪轻轻，熬不住了,[失望],0
对面不怕？呵呵！运机飞几圈把它弄得紧张兮兮的！还不怕？,[笑cry],0
你可真会扣帽子啊真的太会了，谁能有您懂啊,[泪],0
共青团是不是不需要“女拳”,[挤眼],0
早上去了三个高新区通知的检测点都没法测，最后跑到中和的社区测的,[微笑],0
去了大悦城的我急急忙忙的去做了核酸,[泪],0
请相信国家，相信政府，相信党，中国股市一定会起来的,"[鲜花],[作揖]",1
电影院 ktv可以开了不,[失望],0
愿望是好的，现实是残酷的,[笑cry],0
超人邓老师一定要去,[作揖],1
外地那两口子咋个想的？从疫区回来不隔离还到处跑，这哈安逸了嘛，小区封闭学校停课，都被他们两口子害惨了,[允悲],0
先给女性朋友们问好，然后再吃,[打call],1
一花一天堂，一草一世界，太美了！期待明年春暖时节，能再次畅游故宫,[太开心],1
你说，天天50万50万，它们这么弱智，能拿到5块钱都算我输。,[摊手],0
职业打假就没人好好管管吗？,[弱],0
青年人是祖国的后备力量，是祖国的未来与希望！ 而新时代的中国青年应是有担当，有追求，有民族信仰，有肩负民族复兴的中国梦，也将成为祖国的未来和希望，为实现中华民族伟大复兴的中国梦而努力奋斗着…… 人民有信仰，国家有力量，民族有希望！,[心],1
美国有民主？可笑之极,[哈哈],0
关键是你到底是不是正人君子啊,[允悲],0
致敬缉毒警察，愿天下无毒,[蜡烛],1
硬核“水产”#人民海军成立73周年# 生日快乐,"[心],[赞]",1
好吓人,[可怜],0
逃跑失败，查查她之前有没出去过吧,[费解],1
做法没违法，但是缺德,[弱],0
那你真的理解错了上海如果能做到动态清零的话，就不会日增万例还连日不降了,[笑cry],1
自然会。祖国不忘，人民不忘,"[蜡烛],[鲜花]",1
":【抗美援朝战争结束后，这群最可爱的人选择留下】 抗美援朝战争结束后, 中国人民志愿军并没有立即回国。他们投身朝鲜建设，贡献卓越。5年多时间里，为朝鲜人民治病188万余人次，帮助朝鲜人民修建公共场所881座、民房45412间，恢复和新建大小桥梁4263座，修建堤坝和大小水渠……铭记志愿军战士们的功勋！ ",[心],1
恳求大家看我微博@共青团中央,[失望],0
#奖励精灵# 探世界——绿色低碳办赛 成都大运可期。请关注,[鲜花],1
我看你就是最大的反动分子,[怒],0
欢迎英雄回家致敬中国航天🇨🇳🇨🇳🇨🇳,[心],1
是傍晚突然的暴雨 大白们辛苦啦义乌应对疫情采取措施效率真的很高了,[航天员],1
本来今天也打算穿汉服出去玩的，结果因为疫情被封学校里了,[泪],0
放屁真的多多做事少放屁，到处放毒是,[doge],0
有些人巴不得时时刻刻看到这种，恨不得看到中国立刻乱起来，抓住一点机会就是一顿狂轰滥炸。更有甚者无端联想…,[憧憬],0
因为要给主子工作，打卡上班啊！不然你以为谁会在微博上当狗呢,[喵喵],0
六天,[打call],1
美是真美，杠大米的时候累是真累，我们村也是梯田,[笑cry],1
在他们看来 保护烈士不如卖地赚钱实在,[doge],0
而且视频里这个小姐姐的动作已经有点膝盖内寇了 示范动作不标准误导了别人造成的严重后果你付得起吗,[允悲],0
兴你踢成这样，不兴别人说,[吃瓜],0
康教授、邱教授，头发白了太操心了愿三仙都平安凯旋平安凯旋平安凯旋,"[泪],[鲜花]",1
猫头鹰，夜晚飞行。自由自在,[哈哈],1
上海不屑吃乡下的东西的,[doge],0
正解,"[作揖],[赞]",1
太好了！这是个好消息！,[鼓掌],1
青春正当时,[心],1
应该是假的啊，从哪里得知的60万，车站飞机场会发布公告有好多人买了票？一看就是造谣,[允悲],0
沪国租界人，做出什么也不稀奇,"[good],[doge]",0
我女儿中班每天都要唱孤勇者,[允悲],1
严惩，农村和城市接合处不断发生偷狗事件或用弓弩、食物，但是无一例外都是带毒的以达到迅速让狗昏倒而偷走的目的，这些被毒倒的狗应该是流入到饭店或市场上了，可是这些狗身上都是有毒的，对人肯定有很大的伤害。必须要严惩这些贪得无厌的人,[怒],0
是嫌惯着你们极端女拳了吗,[鲜花],0
幸好郫都区那个省外返回的一直在家呆着，没有行动轨迹，不幸中的万幸了,[泪],1
女孩子是世界上最美好的 男孩子是世界上最帅气的 你夹在中间啥也不是呢 小chusheng,[太开心],0
支持鞠报警，看看这些cp账号到底是养在哪个公司的，到底是在为谁服务！,[赞],1
六张图把所有疑问都解答了很清晰，疫情会过去的，大家一起加油抗击疫情,[加油],1
你河北 这么关心上海 上海人民感谢你,[吃瓜],1
被捞到了，开心,[打call],1
上海现在就像一个西装笔挺的爷叔拉了一裤裆，他不想着去赶紧把稀洗了把裤子换了，反而捏着其他兄弟姐妹的嘴不让说臭，还说这是咖啡印红酒香，爷叔现在还半身不遂了，只能让兄弟姐妹帮忙换裤子了,[允悲],0
你难道不知道很多网友都是二极管吗还敢这样说,[疑问],0
呵，我去找论文要钱，查重要钱，论文发上去要钱。然后，我的论文不是我的了，我看自己的照样要钱……我的利益呢？,[费解],0
有些人走了但永远活在我们心中,"[蜡烛],[泪]",1
可至今警方还未出情报,[伤心],0
#和王一博一起防范森林火灾# 共同保护我们绿色家园,[打call],1
国内的新闻全部精选评论，然后安排一些美国的新闻给韭菜骂骂,[笑哈哈],0
第一个镜头和最后一个镜头，哭死了,[泪],0
你管我是谁,[费解],0
观欢迎回家[虎爪比心][虎爪比心],[航天员],1
专业的事交给专业的人去做，省长到基层干活，省长的工作谁来做？基层人吃闲饭呢？,[可爱],1
本来一点不慌，超市货架空了我慌了,[微笑],0
成都对疫情的反应速度和处理经验我还是信任的，希望不是有新增。,[抱抱],1
不利于团结的话，不要说,[可怜],1
这给我这种不想学英语的提供了思路,[doge],0
？？？我吃到过好多次了，不只火腿肠其他东西里也有，这是老鼠尾巴？？？恕我孤闻寡陋了,[笑cry],0
这孩子可比他大哥像他爹,[微笑],0
2-3年前还能在小区附近看到一些，去年开始附近几块荒地和小山被开发做楼盘 就再也没见过了， 萤火虫不会迁徙，它们的飞行距离仅仅在100米左右，世世代代都生活在同一个地方，我们附近的种群就这样灭绝了,[泪],0
“再次提醒，不听就挨”听懂没有，各位西贡来的越南咖啡,[怒骂],0
希望不要出现上次的超级传播者,[抓狂],0
美国：欧洲，是的，你就是我说的那个代价,[挖鼻],0
40天白头发了，太辛苦了,[泪],1
哈哈，怕得罪上海，名字都不敢打出来,[笑cry],0
哦？那我得为你的老家感到悲哀了，是什么样的水土那么优良能养出如此出众的无脑喷子。,[并不简单],0
和我们撬门拉人隔离半斤八两,[微笑],0
恭喜樊振东选手继续领跑世界第一！！继续加油！ 查看动图,[打call],1
今年的打骨折卖完了，明年年底出来了，我记得就来问问你需不需要，如何？重庆长寿湖，爷爷种的,[打call],1
这个“窜”字，用的妙啊,[喵喵],1
不想也不愿看到有任何一个英雄牺牲,[泪],1
